Order_ID,Date,Time,Month,DayOfWeek,Weather,Category,Menu,Type,Price,Cost,Margin,Is_Set
20230529-9970,2023-05-29,15:42,5,Mon,Rain,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230529-9971,2023-05-29,10:56,5,Mon,Rain,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230529-9972,2023-05-29,12:36,5,Mon,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230529-9973,2023-05-29,14:12,5,Mon,Rain,Coffee,Latte,Hot,4500,1200,3300,FALSE
20230529-9974,2023-05-29,15:29,5,Mon,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230529-9975,2023-05-29,16:04,5,Mon,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230529-9976,2023-05-29,16:21,5,Mon,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230529-9977,2023-05-29,10:45,5,Mon,Rain,Tea,HerbTea,Hot,5000,470,4530,FALSE
20230529-9978,2023-05-29,11:44,5,Mon,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230529-9979,2023-05-29,17:32,5,Mon,Rain,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230529-9980,2023-05-29,20:47,5,Mon,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230529-9981,2023-05-29,19:48,5,Mon,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230529-9982,2023-05-29,19:49,5,Mon,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230529-9983,2023-05-29,16:24,5,Mon,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230529-9984,2023-05-29,16:02,5,Mon,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230529-9985,2023-05-29,17:08,5,Mon,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230529-9986,2023-05-29,13:59,5,Mon,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230529-9987,2023-05-29,11:04,5,Mon,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230529-9988,2023-05-29,16:25,5,Mon,Rain,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230529-9989,2023-05-29,16:14,5,Mon,Rain,Coffee,Filter,Hot,5500,1310,4190,FALSE
20230529-9990,2023-05-29,17:14,5,Mon,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230529-9991,2023-05-29,16:23,5,Mon,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230529-9992,2023-05-29,19:40,5,Mon,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230529-9993,2023-05-29,15:31,5,Mon,Rain,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230529-9994,2023-05-29,13:37,5,Mon,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230529-9995,2023-05-29,16:52,5,Mon,Rain,Coffee,Americano,Hot,3800,730,3070,FALSE
20230529-9996,2023-05-29,14:46,5,Mon,Rain,Coffee,Americano,Ice,3800,750,3050,FALSE
20230529-9997,2023-05-29,15:17,5,Mon,Rain,Baked,Scone,Hot,3800,900,2900,FALSE
20230529-9998,2023-05-29,20:34,5,Mon,Rain,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230529-9999,2023-05-29,10:48,5,Mon,Rain,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230529-10000,2023-05-29,11:03,5,Mon,Rain,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230529-10001,2023-05-29,15:13,5,Mon,Rain,Baked,Financier,Hot,3000,800,2200,FALSE
20230529-10002,2023-05-29,19:51,5,Mon,Rain,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230529-10003,2023-05-29,15:17,5,Mon,Rain,Baked,Scone,Hot,3800,900,2900,FALSE
20230530-10004,2023-05-30,20:02,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10005,2023-05-30,14:00,5,Tue,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230530-10006,2023-05-30,14:24,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10007,2023-05-30,17:49,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10008,2023-05-30,11:58,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10009,2023-05-30,10:28,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10010,2023-05-30,15:16,5,Tue,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230530-10011,2023-05-30,21:14,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10012,2023-05-30,14:15,5,Tue,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230530-10013,2023-05-30,19:14,5,Tue,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230530-10014,2023-05-30,20:02,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10015,2023-05-30,13:06,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10016,2023-05-30,19:24,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10017,2023-05-30,12:06,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10018,2023-05-30,14:08,5,Tue,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230530-10019,2023-05-30,18:40,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10020,2023-05-30,12:22,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10021,2023-05-30,19:41,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10022,2023-05-30,19:19,5,Tue,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230530-10023,2023-05-30,10:36,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10024,2023-05-30,14:04,5,Tue,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230530-10025,2023-05-30,15:36,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10026,2023-05-30,19:02,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10027,2023-05-30,12:15,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10028,2023-05-30,20:26,5,Tue,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230530-10029,2023-05-30,16:02,5,Tue,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230530-10030,2023-05-30,12:53,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10031,2023-05-30,15:57,5,Tue,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230530-10032,2023-05-30,13:49,5,Tue,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230530-10033,2023-05-30,14:01,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10034,2023-05-30,17:35,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10035,2023-05-30,14:42,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10036,2023-05-30,18:06,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10037,2023-05-30,12:44,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10038,2023-05-30,20:39,5,Tue,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230530-10039,2023-05-30,17:45,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10040,2023-05-30,16:15,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10041,2023-05-30,17:07,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10042,2023-05-30,11:35,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10043,2023-05-30,11:04,5,Tue,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230530-10044,2023-05-30,18:26,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10045,2023-05-30,17:25,5,Tue,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230530-10046,2023-05-30,17:04,5,Tue,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230530-10047,2023-05-30,20:35,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10048,2023-05-30,10:55,5,Tue,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230530-10049,2023-05-30,18:28,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10050,2023-05-30,10:22,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10051,2023-05-30,12:15,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10052,2023-05-30,16:00,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10053,2023-05-30,17:07,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10054,2023-05-30,14:48,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10055,2023-05-30,12:24,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10056,2023-05-30,17:04,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10057,2023-05-30,19:53,5,Tue,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230530-10058,2023-05-30,21:23,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10059,2023-05-30,15:14,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10060,2023-05-30,15:28,5,Tue,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230530-10061,2023-05-30,14:43,5,Tue,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230530-10062,2023-05-30,18:34,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10063,2023-05-30,12:46,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10064,2023-05-30,19:36,5,Tue,Sunny,Baked,Scone,Hot,3800,900,2900,FALSE
20230530-10065,2023-05-30,18:23,5,Tue,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230530-10066,2023-05-30,11:52,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10067,2023-05-30,17:57,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10068,2023-05-30,15:04,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10069,2023-05-30,21:26,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10070,2023-05-30,15:03,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10071,2023-05-30,18:00,5,Tue,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230530-10072,2023-05-30,18:47,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10073,2023-05-30,19:14,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10074,2023-05-30,10:11,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10075,2023-05-30,16:03,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10076,2023-05-30,21:47,5,Tue,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230530-10077,2023-05-30,16:12,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10078,2023-05-30,18:36,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10079,2023-05-30,15:08,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10080,2023-05-30,10:21,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10081,2023-05-30,15:46,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10082,2023-05-30,20:08,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230530-10083,2023-05-30,10:52,5,Tue,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230530-10084,2023-05-30,14:43,5,Tue,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230530-10085,2023-05-30,17:05,5,Tue,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10086,2023-05-31,16:49,5,Wed,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230531-10087,2023-05-31,18:58,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10088,2023-05-31,17:47,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10089,2023-05-31,12:57,5,Wed,Sunny,Baked,Scone,Hot,3800,900,2900,FALSE
20230531-10090,2023-05-31,10:13,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10091,2023-05-31,14:30,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10092,2023-05-31,21:11,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10093,2023-05-31,13:58,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10094,2023-05-31,12:46,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10095,2023-05-31,21:11,5,Wed,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230531-10096,2023-05-31,21:14,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10097,2023-05-31,10:55,5,Wed,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230531-10098,2023-05-31,16:11,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10099,2023-05-31,14:55,5,Wed,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230531-10100,2023-05-31,15:17,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10101,2023-05-31,18:39,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10102,2023-05-31,18:56,5,Wed,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230531-10103,2023-05-31,13:05,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10104,2023-05-31,13:22,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10105,2023-05-31,12:32,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10106,2023-05-31,15:42,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10107,2023-05-31,14:28,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10108,2023-05-31,16:23,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10109,2023-05-31,18:37,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10110,2023-05-31,11:12,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10111,2023-05-31,15:03,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10112,2023-05-31,18:26,5,Wed,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230531-10113,2023-05-31,15:24,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10114,2023-05-31,14:28,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10115,2023-05-31,18:52,5,Wed,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230531-10116,2023-05-31,18:11,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10117,2023-05-31,15:34,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10118,2023-05-31,20:40,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10119,2023-05-31,20:13,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10120,2023-05-31,13:15,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10121,2023-05-31,16:02,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10122,2023-05-31,16:57,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10123,2023-05-31,13:13,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10124,2023-05-31,19:03,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10125,2023-05-31,20:31,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10126,2023-05-31,11:27,5,Wed,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230531-10127,2023-05-31,13:16,5,Wed,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230531-10128,2023-05-31,21:14,5,Wed,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230531-10129,2023-05-31,20:02,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10130,2023-05-31,21:44,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10131,2023-05-31,16:27,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10132,2023-05-31,12:33,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10133,2023-05-31,14:04,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10134,2023-05-31,20:21,5,Wed,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230531-10135,2023-05-31,16:09,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10136,2023-05-31,11:48,5,Wed,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230531-10137,2023-05-31,20:00,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10138,2023-05-31,11:02,5,Wed,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230531-10139,2023-05-31,16:47,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10140,2023-05-31,10:11,5,Wed,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230531-10141,2023-05-31,10:18,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10142,2023-05-31,11:28,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10143,2023-05-31,13:32,5,Wed,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230531-10144,2023-05-31,19:06,5,Wed,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230531-10145,2023-05-31,21:24,5,Wed,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230531-10146,2023-05-31,12:57,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10147,2023-05-31,10:26,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10148,2023-05-31,18:18,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10149,2023-05-31,13:54,5,Wed,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230531-10150,2023-05-31,11:27,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10151,2023-05-31,20:17,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10152,2023-05-31,18:36,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10153,2023-05-31,14:54,5,Wed,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230531-10154,2023-05-31,17:04,5,Wed,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230531-10155,2023-05-31,20:59,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10156,2023-05-31,12:39,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10157,2023-05-31,13:42,5,Wed,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230531-10158,2023-05-31,20:59,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10159,2023-05-31,16:28,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10160,2023-05-31,13:59,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10161,2023-05-31,11:31,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10162,2023-05-31,19:48,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230531-10163,2023-05-31,11:10,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10164,2023-05-31,18:44,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10165,2023-05-31,19:11,5,Wed,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230531-10166,2023-05-31,12:32,5,Wed,Sunny,Baked,Scone,Hot,3800,900,2900,FALSE
20230531-10167,2023-05-31,11:22,5,Wed,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10168,2023-06-01,20:22,6,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230601-10169,2023-06-01,16:35,6,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230601-10170,2023-06-01,12:26,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10171,2023-06-01,10:54,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10172,2023-06-01,21:14,6,Thu,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230601-10173,2023-06-01,21:58,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10174,2023-06-01,19:18,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10175,2023-06-01,21:48,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10176,2023-06-01,12:31,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10177,2023-06-01,12:50,6,Thu,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230601-10178,2023-06-01,18:18,6,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230601-10179,2023-06-01,20:53,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10180,2023-06-01,15:16,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10181,2023-06-01,14:09,6,Thu,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230601-10182,2023-06-01,18:48,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10183,2023-06-01,13:14,6,Thu,Sunny,Baked,Financier,Hot,3000,800,2200,FALSE
20230601-10184,2023-06-01,20:16,6,Thu,Sunny,Beverage,Ade,Ice,6000,3000,3000,FALSE
20230601-10185,2023-06-01,14:35,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10186,2023-06-01,12:37,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10187,2023-06-01,10:21,6,Thu,Sunny,Baked,Scone,Hot,3800,900,2900,FALSE
20230601-10188,2023-06-01,14:59,6,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230601-10189,2023-06-01,20:06,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10190,2023-06-01,15:07,6,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230601-10191,2023-06-01,17:31,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10192,2023-06-01,10:30,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10193,2023-06-01,19:44,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10194,2023-06-01,11:30,6,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230601-10195,2023-06-01,21:00,6,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230601-10196,2023-06-01,15:25,6,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230601-10197,2023-06-01,21:17,6,Thu,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230601-10198,2023-06-01,18:25,6,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230601-10199,2023-06-01,13:30,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10200,2023-06-01,16:25,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10201,2023-06-01,12:14,6,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230601-10202,2023-06-01,14:54,6,Thu,Sunny,Tea,HerbTea,Ice,5000,500,4500,FALSE
20230601-10203,2023-06-01,17:16,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10204,2023-06-01,11:34,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10205,2023-06-01,19:13,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10206,2023-06-01,12:50,6,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230601-10207,2023-06-01,20:18,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10208,2023-06-01,13:49,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10209,2023-06-01,12:25,6,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230601-10210,2023-06-01,17:28,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10211,2023-06-01,16:26,6,Thu,Sunny,Coffee,Filter,Ice,5500,1950,3550,FALSE
20230601-10212,2023-06-01,10:13,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10213,2023-06-01,13:25,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10214,2023-06-01,15:09,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10215,2023-06-01,11:15,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10216,2023-06-01,14:10,6,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
20230601-10217,2023-06-01,18:14,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10218,2023-06-01,13:39,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10219,2023-06-01,19:23,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10220,2023-06-01,16:02,6,Thu,Sunny,Coffee,Americano,Ice,3800,750,3050,FALSE
20230601-10221,2023-06-01,15:12,6,Thu,Sunny,Coffee,Latte,Ice,4500,1150,3350,FALSE
